Nation,Position,Competition,Age,Born,Matches Played,Starts,Minutes Played,90s Played,Goals,Assists,Non-Penalty Goals,Penalty Goals,Penalty Attempts,Yellow Cards,Red Cards,Shots,Shots on Target,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Shot Distance,Goals90,Assists90,G+A90,G-PK90,G+A-PK90,xG,npxG,xA,npxG+xA,xG90,xA90,xG+xA90,npxG90,npxG+xA90
France,Midfielder/Forward,Serie A,38,1983,23,16,1421,15.8,0,2,0,0,0,3,1,0,0,,0,0,,,,0,0.13,0.13,0,0.13,1.1,1.1,2.9,4,0.07,0.19,0.25,0.07,0.25
Italy,Midfielder,Serie A,19,2001,12,9,722,8,0,0,0,0,0,1,0,20,4,20,1.61,0.32,0.1,0.5,21,0,0,0,0,0,0.4,0.4,0.5,0.9,0.05,0.06,0.11,0.05,0.11
Italy,Midfielder,Serie A,19,2001,21,17,1530,17,1,1,1,0,0,1,1,0,0,,0,0,,,,0.06,0.06,0.12,0.06,0.12,0.2,0.2,0.3,0.5,0.01,0.02,0.03,0.01,0.03
United Kingdom,Midfielder,Premier League,22,1999,36,35,3179,35.3,1,4,1,0,0,8,0,13,2,15.4,0.82,0.13,0,0,17,0.03,0.11,0.14,0.03,0.14,1.1,1.1,2,3,0.03,0.06,0.09,0.03,0.09
USA,Defender,Bundesliga,21,2000,19,13,1304,14.5,1,1,1,0,0,1,0,4,1,25,0.5,0.12,0,0,15.5,0.07,0.07,0.14,0.07,0.14,1.3,1.3,0.6,1.8,0.09,0.04,0.12,0.09,0.12
USA,Defender,Bundesliga,21,2000,1,0,3,0,0,0,0,0,0,0,0,8,1,12.5,0.47,0.06,0.13,1,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Defender,Bundesliga,23,1998,12,5,438,4.9,0,0,0,0,0,1,0,26,8,30.8,0.74,0.23,0.04,0.13,21.7,0,0,0,0,0,0.6,0.6,0.2,0.8,0.12,0.04,0.16,0.12,0.16
United Kingdom,Midfielder/Forward,Premier League,20,2000,2,0,25,0.3,0,0,0,0,0,0,0,10,1,10,0.69,0.07,0.1,1,6.6,0,0,0,0,0,0,0,0,0,0.14,0,0.14,0.14,0.14
Brazil,Midfielder/Forward,Premier League,24,1997,30,28,2523,28,10,5,7,3,3,9,0,0,0,,0,0,,,,0.36,0.18,0.54,0.25,0.43,10.2,7.9,2.4,10.3,0.36,0.09,0.45,0.28,0.37
Germany,Midfielder/Forward,Bundesliga,23,1997,30,19,1704,18.9,5,1,5,0,0,6,0,4,0,0,0.82,0,0,,12.3,0.26,0.05,0.32,0.26,0.32,3.1,3.1,1.5,4.7,0.16,0.08,0.25,0.16,0.25
Spain,Defender,La Liga,28,1993,21,19,1644,18.3,0,0,0,0,0,4,0,1,0,0,3.6,0,0,,24,0,0,0,0,0,0.2,0.2,0.9,1.1,0.01,0.05,0.06,0.01,0.06
Spain,Goalkeeper,La Liga,27,1993,14,14,1260,14,0,0,0,0,0,0,0,70,20,28.6,2.5,0.71,0.1,0.35,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Goalkeeper,Ligue 1,27,1993,1,0,23,0.3,0,0,0,0,0,0,0,43,17,39.5,2.27,0.9,0.12,0.29,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Midfielder,Premier League,24,1996,3,1,118,1.3,0,0,0,0,0,0,0,10,1,10,0.55,0.05,0,0,24.9,0,0,0,0,0,0,0,0.1,0.1,0,0.06,0.06,0,0.06
Germany,Goalkeeper,Bundesliga,32,1988,31,31,2790,31,0,1,0,0,1,2,0,0,0,,0,0,,,,0,0.03,0.03,0,0.03,0.8,0,0.7,0.7,0.02,0.02,0.05,0,0.02
Venezuela,Midfielder/Forward,Serie A,33,1988,7,1,163,1.8,0,0,0,0,0,2,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Venezuela,Midfielder,Serie A,33,1988,17,13,1166,13,0,0,0,0,0,3,0,0,0,,0,0,,,,0,0,0,0,0,0.1,0.1,0.1,0.3,0.01,0.01,0.02,0.01,0.02
Spain,Midfielder/Forward,La Liga,27,1993,37,36,3111,34.6,1,3,1,0,0,3,0,0,0,,0,0,,,,0.03,0.09,0.12,0.03,0.12,3.1,3.1,4.8,7.9,0.09,0.14,0.23,0.09,0.23
France,Defender/Forward,Ligue 1,28,1993,28,22,1893,21,2,2,2,0,0,2,0,2,1,50,0.15,0.08,0,0,9.2,0.1,0.1,0.19,0.1,0.19,3.6,3.6,1.3,5,0.17,0.06,0.24,0.17,0.24
Serbia,Defender,Ligue 1,25,1995,29,19,1803,20,1,3,1,0,0,3,1,0,0,,0,0,,,,0.05,0.15,0.2,0.05,0.2,0.6,0.6,1.9,2.5,0.03,0.1,0.12,0.03,0.12
United Kingdom,Defender,Premier League,31,1989,18,14,1337,14.9,0,2,0,0,0,5,0,44,15,34.1,1.27,0.43,0.02,0.07,17.6,0,0.13,0.13,0,0.13,0.4,0.4,1.6,2.1,0.03,0.11,0.14,0.03,0.14
France,Forward,Ligue 1,19,2002,1,0,5,0.1,0,0,0,0,0,0,0,43,13,30.2,2.04,0.62,0.05,0.15,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Defender,La Liga,26,1995,27,21,2010,22.3,1,0,1,0,0,5,1,18,5,27.8,0.9,0.25,0.06,0.2,29.6,0.04,0,0.04,0.04,0.04,1.4,1.4,0.4,1.8,0.06,0.02,0.08,0.06,0.08
Spain,Defender/Midfielder,La Liga,29,1992,9,4,400,4.4,2,1,2,0,0,1,0,10,3,30,0.67,0.2,0,0,22,0.45,0.23,0.68,0.45,0.68,1.6,1.6,0.3,2,0.36,0.08,0.44,0.36,0.44
United Kingdom,Defender,Premier League,25,1995,21,19,1692,18.8,1,1,1,0,0,2,0,0,0,,0,0,,,,0.05,0.05,0.11,0.05,0.11,0.2,0.2,1.1,1.3,0.01,0.06,0.07,0.01,0.07
United Kingdom,Defender,Ligue 1,24,1997,1,0,14,0.2,0,0,0,0,0,0,0,8,1,12.5,0.36,0.04,0.13,1,7,0,0,0,0,0,0.2,0.2,0,0.2,1.19,0,1.19,1.19,1.19
United Kingdom,Midfielder/Forward,Premier League,22,1999,23,7,987,11,1,1,1,0,0,5,0,4,3,75,0.9,0.68,0.5,0.67,9,0.09,0.09,0.18,0.09,0.18,2.4,2.4,1.2,3.7,0.22,0.11,0.34,0.22,0.34
United Kingdom,Defender,Premier League,27,1994,29,29,2537,28.2,3,10,3,0,0,5,1,6,4,66.7,0.32,0.21,0.17,0.25,21.3,0.11,0.35,0.46,0.11,0.46,1.9,1.9,5.2,7,0.07,0.18,0.25,0.07,0.25
Spain,Midfielder,Bundesliga,24,1996,9,4,379,4.2,0,0,0,0,0,0,0,1,0,0,6.43,0,0,,7.3,0,0,0,0,0,0.2,0.2,0.4,0.6,0.04,0.09,0.13,0.04,0.13
Spain,Midfielder/Forward,La Liga,30,1991,15,8,743,8.3,1,3,1,0,0,3,0,30,12,40,2.74,1.09,0.03,0.08,18.5,0.12,0.36,0.48,0.12,0.48,0.6,0.6,0.7,1.3,0.07,0.08,0.16,0.07,0.16
Germany,Defender,Bundesliga,27,1994,1,0,22,0.2,0,0,0,0,0,0,0,18,8,44.4,0.64,0.28,0.17,0.38,17.2,0,0,0,0,0,0,0,0.3,0.3,0,1.4,1.4,0,1.4
Chile,Defender,La Liga,28,1992,30,29,2552,28.4,1,0,1,0,0,10,0,5,0,0,1.19,0,0,,21.2,0.04,0,0.04,0.04,0.04,1.1,1.1,0.1,1.2,0.04,0,0.04,0.04,0.04
Norway,Defender,Ligue 1,26,1995,24,22,1953,21.7,1,1,1,0,0,7,0,15,5,33.3,1.82,0.61,0.07,0.2,25.5,0.05,0.05,0.09,0.05,0.09,1.4,1.4,0.4,1.8,0.06,0.02,0.08,0.06,0.08
Germany,Midfielder,Bundesliga,30,1990,17,10,759,8.4,1,0,1,0,0,1,0,0,0,,0,0,,,,0.12,0,0.12,0.12,0.12,0.8,0.8,0.8,1.6,0.1,0.09,0.19,0.1,0.19
United Kingdom,Defender,Premier League,23,1997,3,0,89,1,0,0,0,0,0,0,0,11,3,27.3,0.39,0.11,0.09,0.33,9.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spain,Midfielder,Premier League,25,1996,33,33,2884,32,7,2,7,0,0,5,0,6,2,33.3,0.28,0.09,0.17,0.5,8.1,0.22,0.06,0.28,0.22,0.28,2.7,2.7,1.4,4.1,0.08,0.04,0.13,0.08,0.13
Spain,Midfielder/Forward,Premier League,30,1991,31,27,2265,25.2,6,1,5,1,1,9,0,6,2,33.3,0.71,0.24,0.17,0.5,18.2,0.24,0.04,0.28,0.2,0.24,4.9,4.1,4.6,8.8,0.19,0.18,0.38,0.16,0.35
Spain,Forward,La Liga,21,2000,21,10,881,9.8,1,2,1,0,0,1,0,0,0,,0,0,,,,0.1,0.2,0.31,0.1,0.31,1.3,1.3,1.6,2.9,0.13,0.16,0.3,0.13,0.3
Luxembourg,Forward,Ligue 1,26,1995,12,9,848,9.4,1,1,1,0,0,6,0,45,14,31.1,1.4,0.44,0.16,0.5,18.2,0.11,0.11,0.21,0.11,0.21,2.6,2.6,0.2,2.8,0.28,0.03,0.3,0.28,0.3
Portugal,Defender/Forward,La Liga,27,1994,13,5,435,4.8,0,0,0,0,0,0,0,15,7,46.7,1.53,0.72,0.07,0.14,16.1,0,0,0,0,0,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03
Spain,Midfielder/Forward,La Liga,23,1998,11,4,417,4.6,0,0,0,0,0,1,0,48,17,35.4,1.91,0.68,0.1,0.29,18,0,0,0,0,0,0.8,0.8,1.2,2.1,0.18,0.26,0.44,0.18,0.44
Spain,Midfielder/Forward,La Liga,23,1998,18,9,943,10.5,0,1,0,0,0,2,0,23,7,30.4,2.44,0.74,0.04,0.14,19.2,0,0.1,0.1,0,0.1,1.1,1.1,1.5,2.6,0.1,0.14,0.24,0.1,0.24
Spain,Forward,La Liga,34,1987,29,19,1544,17.2,3,2,3,0,0,4,0,4,0,0,0.83,0,0,,25.4,0.17,0.12,0.29,0.17,0.29,4.8,4.8,1.3,6.1,0.28,0.08,0.36,0.28,0.36
Spain,Midfielder/Forward,La Liga,33,1988,36,33,2832,31.5,3,3,3,0,0,7,0,29,11,37.9,1.69,0.64,0.1,0.27,12.1,0.1,0.1,0.19,0.1,0.19,2.8,2.8,3,5.8,0.09,0.09,0.18,0.09,0.18
Argentina,Midfielder,La Liga,27,1994,32,29,2529,28.1,1,2,1,0,0,9,1,14,1,7.1,3.02,0.22,0,0,23.9,0.04,0.07,0.11,0.04,0.11,1,1,0.4,1.4,0.03,0.02,0.05,0.03,0.05
United Kingdom,Forward,Premier League,32,1989,29,13,1382,15.4,2,2,2,0,0,3,0,25,8,32,2.39,0.76,0,0,25.5,0.13,0.13,0.26,0.13,0.26,4.7,4.7,1.9,6.6,0.3,0.12,0.43,0.3,0.43
Switzerland,Defender,Serie A,28,1992,34,28,2473,27.5,0,1,0,0,0,3,0,43,10,23.3,1.37,0.32,0.07,0.3,19.3,0,0.04,0.04,0,0.04,0.3,0.3,1.6,1.8,0.01,0.06,0.07,0.01,0.07
Brazil,Forward,La Liga,20,2001,33,17,1523,16.9,4,4,4,0,0,4,0,21,8,38.1,0.75,0.28,0.05,0.13,19.8,0.24,0.24,0.47,0.24,0.47,4.6,4.6,1.6,6.2,0.27,0.09,0.36,0.27,0.36
Denmark,Defender,Premier League,22,1999,21,12,1240,13.8,1,1,1,0,0,1,0,41,11,26.8,2.67,0.72,0.05,0.18,14.2,0.07,0.07,0.15,0.07,0.15,0.3,0.3,0.9,1.2,0.02,0.06,0.08,0.02,0.08
Croatia,Midfielder,Serie A,26,1995,8,2,311,3.5,0,1,0,0,0,0,0,9,0,0,0.33,0,0,,26.1,0,0.29,0.29,0,0.29,0.2,0.2,0.2,0.5,0.07,0.07,0.13,0.07,0.13
Brazil,Defender,Serie A,23,1998,23,19,1729,19.2,0,1,0,0,0,5,0,35,15,42.9,2.07,0.89,0.11,0.27,15.8,0,0.05,0.05,0,0.05,0.4,0.4,2.2,2.5,0.02,0.11,0.13,0.02,0.13
Italy,Defender,Serie A,26,1995,19,16,1409,15.7,1,0,1,0,0,4,1,5,2,40,0.36,0.15,0.2,0.5,17.5,0.06,0,0.06,0.06,0.06,0.7,0.7,0.1,0.8,0.04,0.01,0.05,0.04,0.05
Italy,Defender,Serie A,31,1990,19,17,1497,16.6,2,0,2,0,0,3,0,7,1,14.3,2.03,0.29,0,0,21.4,0.12,0,0.12,0.12,0.12,1.4,1.4,0.3,1.6,0.08,0.02,0.1,0.08,0.1
Spain,Goalkeeper,La Liga,21,2000,2,2,180,2,0,0,0,0,0,0,0,14,4,28.6,0.73,0.21,0,0,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Defender,Premier League,23,1998,22,21,1844,20.5,1,0,1,0,0,8,0,12,5,41.7,0.77,0.32,0.08,0.2,12,0.05,0,0.05,0.05,0.05,0.7,0.7,0.5,1.1,0.03,0.02,0.05,0.03,0.05
Spain,Forward,La Liga,20,2001,5,2,178,2,0,0,0,0,0,0,0,5,2,40,0.3,0.12,0.4,1,5.7,0,0,0,0,0,0.5,0.5,0,0.5,0.27,0,0.27,0.27,0.27
Argentina,Forward,Serie A,16,2004,8,0,84,0.9,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04
Argentina,Goalkeeper,Serie A,34,1987,16,16,1440,16,0,0,0,0,0,2,0,6,2,33.3,0.29,0.1,0.17,0.5,13.3,0,0,0,0,0,0,0,0.2,0.2,0,0.01,0.01,0,0.01
Spain,Midfielder,Premier League,29,1991,36,34,2889,32.1,2,2,2,0,0,9,0,2,1,50,1.01,0.51,0,0,12,0.06,0.06,0.12,0.06,0.12,1.3,1.3,2.8,4.1,0.04,0.09,0.13,0.04,0.13
Portugal,Forward,Premier League,36,1985,30,27,2456,27.3,18,3,15,3,3,8,0,1,1,100,1.07,1.07,0,0,28.2,0.66,0.11,0.77,0.55,0.66,16.5,14.2,3.1,17.3,0.61,0.11,0.72,0.52,0.64
Portugal,Forward,Serie A,36,1985,1,0,31,0.3,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0.2,0.2,0,0.2,0.5,0.12,0.63,0.5,0.63
Venezuela,Forward,Premier League,31,1989,20,8,790,8.8,1,1,1,0,0,3,1,25,4,16,0.78,0.12,0.08,0.5,20.9,0.11,0.11,0.23,0.11,0.23,2.2,2.2,0.7,2.9,0.25,0.09,0.33,0.25,0.33
France,Defender/Midfielder,Ligue 1,26,1994,32,25,2194,24.4,0,1,0,0,0,3,0,108,39,36.1,3.96,1.43,0.14,0.38,15,0,0.04,0.04,0,0.04,2.6,2.6,1.1,3.6,0.1,0.04,0.15,0.1,0.15
Netherlands,Defender/Midfielder,Serie A,30,1991,30,28,2548,28.3,3,0,3,0,0,7,1,1,0,0,2.9,0,0,,9,0.11,0,0.11,0.11,0.11,1.6,1.6,0.6,2.3,0.06,0.02,0.08,0.06,0.08
Spain,Midfielder,La Liga,19,2001,1,0,12,0.1,0,0,0,0,0,0,0,21,6,28.6,2.39,0.68,0.05,0.17,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Netherlands,Midfielder,Ligue 1,24,1997,36,31,2729,30.3,0,2,0,0,0,7,0,28,8,28.6,1.15,0.33,0,0,20.2,0,0.07,0.07,0,0.07,1.2,1.2,1.1,2.3,0.04,0.04,0.08,0.04,0.08
Germany,Midfielder,Bundesliga,22,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
United Kingdom,Defender,Premier League,31,1990,8,7,689,7.7,0,0,0,0,0,4,0,22,5,22.7,0.78,0.18,0.14,0.6,18.6,0,0,0,0,0,0.2,0.2,0.8,0.9,0.02,0.1,0.12,0.02,0.12
Italy,Goalkeeper,Serie A,30,1991,1,0,37,0.4,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Defender,Bundesliga,16,2004,2,1,94,1,1,0,1,0,0,1,0,18,3,16.7,0.59,0.1,0,0,18.9,0.96,0,0.96,0.96,0.96,0.2,0.2,0.1,0.2,0.16,0.07,0.23,0.16,0.23
France,Defender,Bundesliga,28,1993,26,18,1775,19.7,1,0,1,0,0,5,0,0,0,,0,0,,,,0.05,0,0.05,0.05,0.05,1,1,1.3,2.4,0.05,0.07,0.12,0.05,0.12
Italy,Midfielder,Serie A,19,2001,21,16,1468,16.3,0,3,0,0,0,5,0,4,1,25,0.52,0.13,0,0,19.7,0,0.18,0.18,0,0.18,0.9,0.9,2.4,3.3,0.05,0.15,0.2,0.05,0.2
United Kingdom,Midfielder/Forward,Premier League,18,2003,13,0,223,2.5,0,1,0,0,0,0,0,0,0,,0,0,,,,0,0.4,0.4,0,0.4,0.4,0.4,0.3,0.7,0.16,0.14,0.3,0.16,0.3
Kosovo,Defender,Serie A,27,1994,33,33,2927,32.5,4,0,4,0,0,5,0,2,1,50,1.91,0.96,0.5,1,12,0.12,0,0.12,0.12,0.12,3.7,3.7,0.2,3.9,0.11,0.01,0.12,0.11,0.12
Brazil,Defender,Serie A,22,1999,10,0,214,2.4,0,0,0,0,0,1,0,12,5,41.7,0.61,0.25,0.08,0.2,23.4,0,0,0,0,0,0,0,0.1,0.1,0,0.04,0.04,0,0.04
Spain,Defender,La Liga,20,2001,4,1,150,1.7,0,1,0,0,0,0,0,17,4,23.5,1.04,0.25,0,0,26.7,0,0.6,0.6,0,0.6,0,0,0.5,0.5,0.01,0.27,0.28,0.01,0.28
United Kingdom,Goalkeeper,Premier League,34,1986,2,1,135,1.5,0,0,0,0,0,0,0,3,2,66.7,1.21,0.81,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Defender,Premier League,28,1993,34,34,3035,33.7,3,0,3,0,0,9,0,22,9,40.9,0.68,0.28,0.18,0.44,8.5,0.09,0,0.09,0.09,0.09,2.8,2.8,1.1,3.9,0.08,0.03,0.12,0.08,0.12
Germany,Midfielder,Bundesliga,31,1990,21,7,773,8.6,3,1,3,0,0,5,0,0,0,,0,0,,,,0.35,0.12,0.47,0.35,0.47,2,2,0.5,2.4,0.23,0.05,0.28,0.23,0.28
Italy,Defender,Serie A,27,1994,12,9,879,9.8,0,0,0,0,0,2,0,1,0,0,0.6,0,0,,30.7,0,0,0,0,0,0.2,0.2,0,0.2,0.02,0,0.02,0.02,0.02
Italy,Defender,Serie A,19,2002,14,8,676,7.5,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0.2,0.2,0.3,0.5,0.03,0.04,0.07,0.03,0.07
Portugal,Defender,Serie A,30,1991,34,34,2992,33.2,0,5,0,0,0,7,0,48,13,27.1,1.42,0.39,0.06,0.23,19.5,0,0.15,0.15,0,0.15,1.7,1.7,3.3,5,0.05,0.1,0.15,0.05,0.15
Spain,Defender/Forward,La Liga,25,1996,19,9,856,9.5,0,0,0,0,0,6,0,14,5,35.7,1.63,0.58,0.21,0.6,19.1,0,0,0,0,0,1.2,1.2,0.7,2,0.13,0.08,0.21,0.13,0.21
Spain,Midfielder,Serie A,25,1996,32,29,2384,26.5,7,4,7,0,0,2,0,2,0,0,0.2,0,0,,9.4,0.26,0.15,0.42,0.26,0.42,1.6,1.6,2.8,4.4,0.06,0.11,0.17,0.06,0.17
Spain,Midfielder,La Liga,20,2001,8,3,283,3.1,0,0,0,0,0,1,0,3,0,0,0.4,0,0,,9,0,0,0,0,0,0.1,0.1,0.1,0.3,0.03,0.05,0.08,0.03,0.08
Spain,Defender,La Liga,32,1989,18,17,1424,15.8,0,0,0,0,0,2,0,32,10,31.3,0.96,0.3,0,0,20.1,0,0,0,0,0,1,1,0.1,1.1,0.06,0.01,0.07,0.06,0.07
Argentina,Goalkeeper,La Liga,29,1992,32,32,2880,32,0,0,0,0,0,2,0,19,3,15.8,2,0.32,0,0,18.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Germany,Midfielder,Premier League,30,1991,19,7,769,8.5,0,0,0,0,0,0,0,4,1,25,1.27,0.32,0,0,25.8,0,0,0,0,0,0.7,0.7,1.2,1.9,0.08,0.14,0.22,0.08,0.22
Italy,Midfielder,Serie A,17,2003,1,0,29,0.3,0,0,0,0,0,0,0,40,13,32.5,1.51,0.49,0.18,0.54,22.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argentina,Defender,La Liga,26,1994,19,17,1464,16.3,1,0,1,0,0,7,2,8,1,12.5,0.51,0.06,0,0,7.1,0.06,0,0.06,0.06,0.06,0.2,0.2,0,0.2,0.01,0,0.01,0.01,0.01
France,Midfielder/Forward,Bundesliga,19,2002,33,13,1611,17.9,8,2,8,0,0,2,0,0,0,,0,0,,,,0.45,0.11,0.56,0.45,0.56,6.6,6.6,3,9.6,0.37,0.17,0.54,0.37,0.54
Australia,Goalkeeper,La Liga,29,1992,3,3,270,3,0,0,0,0,0,0,0,12,2,16.7,1.4,0.23,0,0,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Norway,Defender,Bundesliga,23,1997,28,13,1429,15.9,2,0,2,0,0,3,0,0,0,,0,0,,,,0.13,0,0.13,0.13,0.13,1.6,1.6,1.9,3.5,0.1,0.12,0.22,0.1,0.22
Denmark,Goalkeeper,Bundesliga,28,1992,7,7,630,7,0,0,0,0,0,1,0,6,2,33.3,0.37,0.12,0.17,0.5,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Portugal,Goalkeeper,Premier League,28,1993,37,37,3285,36.5,0,1,0,0,0,3,0,54,19,35.2,3.02,1.06,0.15,0.42,13.7,0,0.03,0.03,0,0.03,0,0,1,1,0,0.03,0.03,0,0.03
France,Midfielder,Ligue 1,24,1996,17,5,573,6.4,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0.4,0.4,0.6,1,0.06,0.09,0.15,0.06,0.15
Senegal,Defender,La Liga,28,1993,10,9,788,8.8,0,1,0,0,0,1,0,16,6,37.5,1.01,0.38,0.13,0.33,18.8,0,0.11,0.11,0,0.11,0.1,0.1,0.6,0.7,0.01,0.07,0.08,0.01,0.08
France,Midfielder/Forward,Ligue 1,19,2002,3,0,73,0.8,0,0,0,0,0,1,0,0,0,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Italy,Defender,Serie A,28,1993,7,5,348,3.9,0,0,0,0,0,3,0,5,1,20,0.79,0.16,0,0,15.5,0,0,0,0,0,0.2,0.2,0.1,0.3,0.06,0.01,0.07,0.06,0.07
Germany,Midfielder/Forward,Serie A,24,1996,14,9,893,9.9,3,2,3,0,0,3,0,4,1,25,0.46,0.11,0,0,25.1,0.3,0.2,0.5,0.3,0.5,1.1,1.1,1.2,2.2,0.11,0.12,0.23,0.11,0.23
Austria,Defender/Midfielder,Bundesliga,27,1994,25,8,905,10.1,1,1,1,0,0,0,0,0,0,,0,0,,,,0.1,0.1,0.2,0.1,0.2,1.7,1.7,1.7,3.4,0.17,0.17,0.34,0.17,0.34
Austria,Midfielder/Forward,Bundesliga,27,1994,2,0,49,0.5,0,0,0,0,0,1,0,2,1,50,0.52,0.26,0,0,18.3,0,0,0,0,0,0,0,0,0,0.09,0,0.09,0.09,0.09
Mali,Defender,Ligue 1,26,1995,9,8,667,7.4,0,0,0,0,0,0,0,16,9,56.3,1.61,0.91,0.19,0.33,22.7,0,0,0,0,0,0.1,0.1,0.1,0.2,0.01,0.02,0.03,0.01,0.03
Belgium,Forward,Serie A,22,1999,36,22,1865,20.7,1,3,1,0,0,2,0,19,6,31.6,1.89,0.6,0.05,0.17,18.8,0.05,0.14,0.19,0.05,0.19,3.3,3.3,3.6,6.9,0.16,0.17,0.33,0.16,0.33
France,Midfielder/Forward,Ligue 1,21,2000,14,0,122,1.4,0,0,0,0,0,1,0,2,0,0,3.67,0,0,,28.3,0,0,0,0,0,0.3,0.3,0.1,0.3,0.19,0.06,0.25,0.19,0.25
France,Midfielder/Forward,Ligue 1,26,1995,21,7,654,7.3,5,0,5,0,0,2,0,1,0,0,0.13,0,0,,19.2,0.69,0,0.69,0.69,0.69,3.9,3.9,0.8,4.8,0.54,0.12,0.66,0.54,0.66
France,Midfielder/Forward,Premier League,24,1997,35,31,2804,31.2,5,5,5,0,0,6,0,39,12,30.8,1.88,0.58,0.03,0.08,19.9,0.16,0.16,0.32,0.16,0.32,5.1,5.1,5.8,10.9,0.16,0.19,0.35,0.16,0.35
Morocco,Defender,Premier League,31,1990,31,31,2705,30.1,2,0,2,0,0,6,0,5,2,40,3.69,1.48,0,0,17,0.07,0,0.07,0.07,0.07,2.7,2.7,0.4,3.1,0.09,0.01,0.1,0.09,0.1
United Kingdom,Midfielder/Forward,Premier League,19,2001,38,36,2978,33.1,11,7,9,2,2,6,0,26,10,38.5,3.58,1.38,0.19,0.5,13.7,0.33,0.21,0.54,0.27,0.48,9.7,8.2,6.9,15.2,0.29,0.21,0.5,0.25,0.46
France,Defender,Ligue 1,31,1990,29,29,2575,28.6,0,0,0,0,0,3,0,64,26,40.6,2.05,0.83,0.08,0.19,19,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,0.01,0,0.01
Mali,Midfielder/Forward,Ligue 1,33,1988,7,1,156,1.7,0,0,0,0,0,0,0,18,6,33.3,0.6,0.2,0.11,0.33,11.8,0,0,0,0,0,0.3,0.3,0,0.3,0.15,0.03,0.17,0.15,0.17
Italy,Midfielder,Serie A,29,1991,18,13,880,9.8,1,0,1,0,0,3,0,95,29,30.5,2.87,0.88,0.09,0.31,16.9,0.1,0,0.1,0.1,0.1,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04
Egypt,Forward,Premier League,29,1992,35,30,2762,30.7,23,13,18,5,6,1,0,1,0,0,0.03,0,0,,5.8,0.75,0.42,1.17,0.59,1.01,21.8,17,10.4,27.4,0.71,0.34,1.05,0.55,0.89
Italy,Midfielder/Forward,Serie A,19,2001,12,5,429,4.8,0,0,0,0,0,1,0,6,0,0,3.46,0,0,,21.6,0,0,0,0,0,1.6,1.6,0.2,1.8,0.33,0.04,0.38,0.33,0.38
France,Defender,Ligue 1,20,2001,36,36,3240,36,0,0,0,0,0,5,0,4,2,50,0.41,0.2,0.25,0.5,29.6,0,0,0,0,0,1.5,1.5,0.8,2.4,0.04,0.02,0.07,0.04,0.07
France,Goalkeeper,Ligue 1,37,1984,1,1,90,1,0,0,0,0,0,0,0,134,49,36.6,4.37,1.6,0.13,0.37,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ghana,Defender,Premier League,22,1999,34,33,2972,33,0,0,0,0,0,10,1,16,4,25,3.36,0.84,0,0,14.4,0,0,0,0,0,1.8,1.8,0.5,2.3,0.06,0.02,0.07,0.06,0.07
Hungary,Midfielder/Forward,Bundesliga,24,1997,31,18,1551,17.2,4,4,4,0,0,1,0,16,3,18.8,0.44,0.08,0,0,10.3,0.23,0.23,0.46,0.23,0.46,5.6,5.6,3.9,9.4,0.32,0.22,0.55,0.32,0.55
French Guiana,Defender,Ligue 1,28,1992,31,30,2668,29.6,0,1,0,0,0,5,0,0,0,,0,0,,,,0,0.03,0.03,0,0.03,0.4,0.4,0.4,0.8,0.01,0.01,0.03,0.01,0.03
Spain,Midfielder/Forward,La Liga,30,1991,23,17,1395,15.5,2,1,2,0,1,3,1,25,8,32,0.76,0.24,0,0,11,0.13,0.06,0.19,0.13,0.19,3,2.2,1.4,3.6,0.19,0.09,0.28,0.14,0.23
